ID,Transcription,duration,duration_bin
ID_RWVKIQ,"we are still trying to fix the matters of primary and secondary, and this is really quite disastrous for us.",6.504,medium_long
ID_BVQWXP,"In today's programme, we talk with the leader of the devaluerous Union for National Reconciliation, Roger Lafontaine.",7.162,medium_long
ID_HJDTRB,So I'm not at all surprised to hear that he is trying to do this again.,3.713,medium_short
ID_GSTZYL,they are finally getting around to providing some assistance there.,3.901,medium_short
ID_MDKZTO,The priority is to restore areas that are inhabited and that attract tourists.,4.621,medium_short
ID_EAOHBJ,"To Craig, I take it that the outcome of this case is of some significance.",4.519,medium_short
ID_NFXFHD,I am Keith Stonegraves and this is BBC Caribbean Report.,3.322,short
ID_NVXTAI,Airport officials reported that the regional airline Liat was putting on additional flights to cope with the increased demand.,7.106,medium_long
ID_LDQZNG,"My own assessment tells me that the ruling party will be returned to power if only on the basis that Caribbean electorates, for the last several years, have been given government's two terms.",14.972,long
ID_KDOKDY,The meeting with President Jagan lasted for two hours and a half.,2.982,short
ID_KMDLIA,"Several people have been questioned, but no one has been taken into custody, no one charged yet.",5.243,medium_short
ID_USDWSN,A legal battle could be brewing in Jamaica following the discovery of ballot papers yesterday.,5.703,medium_long
ID_SDYAIL,"Because I think one of the problems is that the sanctions, although they've been imposed, have not been effectively enforced.",6.883,medium_long
ID_NJFEKL,"Inkatha says yes to South Africa's elections, as predicted by Commonwealth team leader Michael Manley.",5.121,medium_short
ID_JNAHKE,The BBC's UN correspondent Mark Davenport.,2.583,short
ID_FHGAIH,This is Debbie Nash in Nassau reporting for BBC Caribbean Report.,4.183,medium_short
ID_QBVHLM,"A CARICOM delegation, including Dominica's Prime Minister, Edison James, met for almost four hours today with U.S.",6.343,medium_long
ID_WPBTZF,Caribbean travel industry representatives are to consider using Air Jamaica and Bui as alternatives to American airlines when they meet in Trinidad this weekend.,8.448,long
ID_AZNPDE,The United Workers Party has decided that it has had enough of the power struggle and so on that was associated with the breakup of the Alliance,8.423,long
ID_EUENLF,There is a lot of room for turbulence.,2.622,short
ID_RMQXKQ,"Cuba signs a new trade agreement with the Soviet Union, reflecting the change in a twenty-five year relationship.",6.126,medium_long
ID_DSJZRZ,That's it for this edition of BBC Caribbean Report.,2.742,short
ID_MBUSCT,Guyana's finance minister criticised for ignoring the political question in his budget presentation.,5.205,medium_short
ID_UZPZVX,"But as of today, Agriculture Minister Trevor Sudama says the government, which will have to bear the cost of the increase, can only offer one hundred and sixty-three dollars per ton for farmers keen.",10.783,long
ID_EIGKXM,I'm Ken Richards and this is BBC Caribbean Report.,3.624,medium_short
ID_JDGQND,Keith Stonegraves reports on plans to rebuild the island.,2.725,short
ID_WRJOEO,"The basic findings are that there was in fact some difficulty with the foreign exchange system, but the blame has been squarely put on three senior officials of the central bank who have been deemed to be guilty of dereliction of duty and four foreign exchange agents who have been described by the commissioner, Horace Barber, as having operated in a way that was not in the best interest of the central bank.",26.006,long
ID_KGPWNT,The issue is part of an historic debate on the Caribbean currently underway in the House of Lords.,4.821,medium_short
ID_NOONQD,"It's going to happen exactly when, we don't know, but we are not discussing any longer if Castro is going to fall or not.",7.208,medium_long
ID_FCEPTX,"So pullout, I think, is an exaggeration and indeed a misrepresentation of the U.S.",4.567,medium_short
ID_UKLPYB,The judge found discrepancies in the evidence by the police on the weapons charges.,3.901,medium_short
ID_NTNOFB,Tell me about how aid has been distributed over the last year.,3.481,medium_short
ID_NPVXNS,"Her first stop will be Haiti, followed by Trinidad and Tobago on Sunday.",3.802,medium_short
ID_HTFUHU,"What is morose looks, glum features, stretching and searching for explanations to bring home and for people to understand just why the West Indies have gone down to defeat.",10.624,long
ID_BIMUPK,An upbeat opening of the four-day Commonwealth Heads of Government summit in Edinburgh earlier today.,11.864,long
ID_QFLNOO,Member countries of the World Trade Organization have agreed to launch a new round of trade liberalization talks.,6.143,medium_long
ID_HGQOTY,The chief of staff added that Venezuela should have at least notified the Guyanese authorities in advance of their intentions.,6.403,medium_long
ID_PUAMFH,"Jamaican exporters say government policies are hampering their efforts to find new markets in Europe, and West Indian batsmen go on the rampage in their game against Worcestershire.",9.664,long
ID_YDHHCM,"I'm Oren Gordon, and this is BBC Caribbean Report.",3.143,short
ID_NXZQRI,"But first, I spoke to the BBC's UN correspondent, Mark Davenport, to get an idea of why Senator Helms spoke to the council.",6.324,medium_long
ID_MFFZJI,I'm Oren Gordon and this is BBC Caribbean Report.,2.542,short
ID_UUXXFF,Around three thousand five hundred delegates will cast their votes in the two-way contest between former Deputy Prime Minister PJ Paterson and Labour Minister Portia Simpson.,8.953,long
ID_FQPXEI,"I telephoned the Rainbow Coalition office in New York in an effort to speak with Reverend Jackson, but he was unavailable.",5.484,medium_long
ID_JXAYQA,The Dutch government under US pressure to take action in Suriname.,3.641,medium_short
ID_FBCXVF,The European Commission trying to deflect Ecuador's rejection of the EU-US banana trade deal and why Cuba can't attend the Summit of the Americas in Canada.,8.962,long
ID_UNLRRD,Jamaica's nomination had the full backing of other Caribbean and Latin American nations.,4.282,medium_short
ID_YZJJNQ,"The Patrick Manning government has so far suffered one casualty as a result of its action,",4.501,medium_short
ID_JIOVVD,"Prime Minister Douglas said he was moulding his government on Germany, who had a very successful coalition government, pushing aside opposition critics who say the accommodation will fail.",9.329,long
ID_LYMVBO,I am Keith Stonegraves and this is BBC Caribbean Report.,3.041,short
ID_HIMKIX,"The smaller countries will tell you, Julian, that the business of Pakistan is not unimportant, but they were rather hoping that some small island developing states' issues would be raised there in Durban, particularly the issue of globalization and its effects on their rather small and weak economies.",18.929,long
ID_BSUNVZ,"It's like being, I suppose, in the eye of the tornado.",2.781,short
ID_TPASNO,"Now, President Hussein can end all of this.",3.002,short
ID_QWUWWN,That's the question I put to Sir James earlier today when I telephoned him at Union Island in the Grenadines.,5.502,medium_long
ID_ABFXPM,"The troops two or three years ago, perhaps, had this purpose.",3.203,short
ID_HQXGIU,"Mrs. Violen Leganier resigned, handed in her resignation Sunday night.",4.401,medium_short
ID_OQYCLU,"But are you happy, Mr. Siaga, with just resting on your laurels?",2.842,short
ID_QWAUHI,"From London, this is BBC Caribbean Report.",3.122,short
ID_AGQWGE,"But Mr. Michel said while there is a lure of better money in the United States, the same could not be said about working conditions.",6.864,medium_long
ID_ETUZFI,"Puerto Rico always has a high voter turnout, but for a plebiscite that's usually a little bit lower than for the general elections.",7.12,medium_long
ID_GFEEYD,Twenty-two died in the accident in Venezuela.,2.302,short
ID_PWYTUM,"From London, BBC Caribbean Report.",3.201,short
ID_TXQEZL,"From London, BBC Caribbean Report.",3.222,short
ID_SLQXIY,And the pressure mounts for the resignation of Haitian Prime Minister René Préval.,4.362,medium_short
ID_EZFYIR,"From London, BBC Caribbean Report.",3.122,short
ID_KPRDAA,"Well, I don't know what your cause, you know, what you're referring to my cause is.",3.283,short
ID_BTDGXO,I'm Emma Joseph and this is BBC Caribbean Report.,2.822,short
ID_GZUDCT,It will cost Cuba thirty million dollars to buy agricultural goods from the United States.,4.062,medium_short
ID_QBLQBD,"and thirty-six holes of golf, with the gushing approval of the Prime Minister Lester Byrd.",4.423,medium_short
ID_ZYOXZX,At least there is attention being given to this issue.,3.282,short
ID_FNGJSV,Is this something the islands should take on board given the extremely dynamic and competitive global environment?,6.323,medium_long
ID_HIKKAE,"The next step is for the EU Council of Permanent Representatives, or ambassadors, to take on the issue, with the aim of narrowing the gaps enough so that the next Council of Ministers, in three weeks' time, can actually make decisions.",11.948,long
ID_TVSNDR,"From Guyana, news that up to one hundred and twenty thousand potential voters could be disenfranchised if the current role is used in upcoming elections.",8.366,long
ID_PVISBR,Havana has labeled the Helms-Burton Act meddling and extraterritorial.,4.182,medium_short
ID_UWTXOH,"In Georgetown, Sharif Khan for BBC Caribbean Report.",4.184,medium_short
ID_WHAYAX,It was then coined the Barbados Program of Action.,2.461,short
ID_UIPKTG,And that will give us some sort of misgivings in examining the application for membership or even associated membership of CARICOM.,10.442,long
ID_FGGLNF,The government may not be able to fire people in the public sector,4.644,medium_short
ID_KOGDHF,"In yesterday's edition of Caribbean Report, Antigua's Education Minister Ruben Harris made it clear that he would never support Deputy Prime Minister Lester Byrd or any other member of his family in a bid for the leadership of the country.",13.17,long
