ID,Transcription
ID_IKSRXR,Lucia's last general elections being challenged in that country's courts.
ID_NCZKWQ,"Last weekend at a peace rally in Washington, the Reverend Jesse Jackson hit out at Caribbean leaders for supporting the use of force in the Persian Gulf."
ID_SMHQYC,"Martin, which numbers between five to seven thousand five hundred."
ID_TJMHNG,The Broadcasting Corporation of the Bahamas kept everyone informed.
ID_LCUPAC,"There is, like our vice president says, that this is a very terrible global problem, this human putting in greenhouse gases, and that it's going to lead to global warming."
ID_YXTMNX,I have all the chances to be agreed by the Council because I satisfied all the requisites as a candidate for the presidential election.
ID_KCBMKM,"In the last three years, there have been ten billion Dominican pesos invested just in the area of construction."
ID_TUQLHM,An embarrassed CARICOM secretariat is shouldering the blame for the exclusion of the CAIC and the CCL from a special CARICOM ministerial meeting in Georgetown this week.
ID_FWENDT,There was also a call for a two percent across the board...
ID_MXGAIG,Because I found that Mr. Brunswick is one of the headmen for the peace.
ID_RNSQFV,Human Rights Association Chairman Victor Coffey told me how yesterday's rumour of a hanging was this morning confirmed.
ID_ACJUOP,He says the army is waging a campaign to isolate pro-Aristide organizers.
ID_RZRPUL,"All three cases, they are overcrowded."
ID_PWZFKN,"Important projects in the Caribbean and elsewhere could be delayed, and European expertise in the critical new area of structural adjustment will be seriously lacking."
ID_MCZGZH,"From London, BBC Caribbean Report."
ID_VCHJOH,is that one can no longer function and treat Africa as an invisible continent or pretend that one is not aware of all that is taking place on that continent.
ID_OKEEZI,Caricom gives its full backing to Montserrat as the British government's action group meets for the first time.
ID_UHRJOI,"The Union of Policemen holds the army responsible for the murder and the shooting, claiming it was out of revenge that the military proceeded to these acts of violence that have shocked the country."
ID_OZBYMP,official for commerce and agriculture Dan Glickman was in the building meeting with WTO Director General Mike Moore at the time of the protest.
ID_HEJIGM,"outside of the Caribbean, compared with the women who are doing that?"
ID_EVKFLK,A top Carrickham Secretariat official blasts the region's private sector.
ID_ZZWLHW,Ambassador Bernal spoke with Keystone Graves about what came up in this meeting and preparations for the big one next month.
ID_JLONVJ,"Mrs. Neri Gonzalez is a member of that group, and today I telephoned her to find out how Mr. Bakeric was bearing up after thirty-six days without food."
ID_RLIROX,The UN figures indicate that cocaine use in the United States has declined from six hundred and sixty metric tons between nineteen eighty nine and two thousand and one.
ID_ATINSH,Prime Minister Paterson speaking on Radio Jamaica over the weekend.
ID_VFQFKB,Regional manufacturers reject new proposals for reducing the CET.
ID_JSVFSV,And he raised the temperature slightly when he all but accused the prime minister of lying about the affair.
ID_SKOZWK,A Brazilian economist warns the region NAFTA sets the fox amongst the hands and Guyana's opposition leader goes to Trinidad to woo the business community.
ID_UPIUQC,"The president of the Republic, René Préval, did not attend the opening ceremony of the legislature today."
ID_LKIIQF,"So, you know, these companies, these investment banking firms are under pressure to get their costs down across the board, and that means having to cut people."
ID_AZMLOR,The political experts who frame the new system for the island believe that the single territorial-based constituency system offers advantages of particular benefit to microstates such as Montserrat.
ID_YOCXBE,"five hundred thousand dollars as well as a two-bedroom dwelling on five acres of land,"
ID_DFXGNC,"From London, BBC Caribbean Report."
ID_DXAITH,"Elsewhere, the Dominican Republic also took a massive hit from George."
ID_UQFCCP,"But today, when the troops ran up the street towards that demonstration that you heard, they had their weapons at their hips pointing at people, which is why people ran so quickly."
ID_WFSBUF,"suggested that for every dollar of aid given to ACP suppliers of bananas,"
ID_VCOKYP,Haitian lawmakers meet deposed President Aristide in Venezuela in a bid to break the impasse.
ID_ANYFJU,"The PLM, led by veteran politician and businessman John Osborne, captured seven of the nine seats in the island's legislative council."
ID_GNOSAI,"Most Barbadians have never experienced a major hurricane, with Janet the last of recent memory in nineteen fifty-five, although a glancing blow from Alan in nineteen eighty resulted in a record thirteen million Barbados dollars in damage to housing, agriculture and infrastructure."
ID_YCGSDH,"A newly born child is just a few days old, and I think it would be unfair to try to prejudge their prediction."
ID_KFDDIY,I'm Ken Richards and this is BBC Caribbean Report.
ID_WTRWUR,while another one thousand three hundred are being held on coast guard vessels at sea.
ID_SUTQEY,A meeting of the party's standing committee and the campaign committee on the same night this week drew much media attention.
ID_EKYNKA,polling stations opened at first light of day this morning at six thirty and although there was a steady stream of voters throughout the day from all indications up to late this afternoon voter turnout was low we've got reports from around the entire country and i myself have been to twelve thirteen fourteen of the constituencies
ID_OBBZIG,And I certainly believe that the matter should be dealt with by the Arabs.
ID_EXTPFT,"The Minister of National Security told us this morning, which I knew the other ministers didn't know, that he's discussing with foreign governments."
ID_DDDZCW,The Jamaican National Security Minister holds talks with British officials on aid for Jamaica's crime fight.
ID_VXGQFE,"But the parties in Nevis say they really don't want to participate in future federal elections, which means, really, essentially, they don't want anything to do with the election on St."
ID_UXELCL,Ken Richards reports that UNCTAD officials want to avoid the mistakes which led to problems at the WTO summit in Seattle.
ID_QZOFCQ,I think where people got upset essentially have been in the areas where she has been equating a situation in South Africa with the same situation in Trinidad and Tobago and the rest of the Caribbean.
ID_ZHBTTZ,Pressure grows on Trinidad and Tobago's president to end his standoff with the prime minister.
ID_BXAVTI,"And we want very much to continue to improve trade between Puerto Rico and all the islands of the Caribbean, as well as the Caribbean Basin countries."
ID_CWPIQH,"From London, BBC Caribbean Report."
ID_CSPNGV,The London Guardian newspaper is characterising their plans as another less aggressive invasion of Grenada.
ID_LJSAZR,And we have come to a conclusion which we intend to stand by.
ID_SSPSEZ,A prisoner in death row in the Bahamas has committed suicide a day before he was scheduled to be executed tomorrow.
ID_LHMTQJ,"From London, BBC Caribbean Report."
ID_ZYDDSC,Karen Oren Kingston has been following the story.
ID_ORIPPI,And it seems to me that in the Caribbean we are almost forgetting about that and we are moving towards a position of accommodation.
ID_GILWIT,He said he planned to fly to New York to look for documents to add to his case.
ID_ROSUCY,I'm Ken Richards and this is BBC Caribbean Report.
ID_XGOTDH,"The rumours are circulating amidst mounting pressure, both at home and overseas, on President Avril to step aside and open up the way for free and fair elections."
ID_BSDSSM,The meeting brings together industry representatives from all across the world.
ID_BUHJDN,"However, as I found out today from Pat Hagen, editor of Commodity Week here in Britain, the agreement has in fact been breached."
ID_JGTZQK,President Castro arrives in the Dominican Republic to a warm official welcome.
ID_VJMJIA,So what's the role of the opposition party operating in the individual Caribbean nation?
ID_RZDPTF,"Hearst expressed hope that the battle between Clinton and the Republican-controlled Congress will not end in a stalemate, since Congress has a moral responsibility to provide resources to prevent drug traffickers from using Caribbean waters and airspace as transit points for U.S.-bound contraband."
ID_WRKRZB,The point is that he claimed his undoubted prerogative
ID_NCOSHD,"Current deputy leader, Dr. Ralph Gonzalez, a lawyer, and Stanley Storkey John, also a lawyer."
ID_JKSYBW,Will you kindly appoint the two new senators?
ID_SMKBIL,So are we seeing Jamaican politics becoming a game for younger people?
ID_JIOAGC,And two Czech citizens are charged with rebellion in Cuba.
